-- THRESHOLDED --
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                     aten::select         0.12%     932.598us         0.14%       1.135ms       5.645us           0 b           0 b           201  
                       aten::view         0.14%       1.106ms         0.14%       1.106ms       3.290us           0 b           0 b           336  
                     aten::linear         0.00%      12.780us         0.06%     469.338us     469.338us       3.91 Kb           0 b             1  
                      aten::addmm         0.05%     431.808us         0.06%     442.098us     442.098us       3.91 Kb       3.91 Kb             1  
                    aten::resize_         0.05%     400.519us         0.05%     400.519us       5.805us      60.48 Mb      60.48 Mb            69  
                  aten::unsqueeze         0.03%     228.660us         0.04%     321.980us       4.806us           0 b           0 b            67  
                 aten::as_strided         0.04%     298.850us         0.04%     298.850us       1.107us           0 b           0 b           270  
                    aten::reshape         0.02%     188.778us         0.03%     255.558us       3.814us           0 b           0 b            67  
        aten::adaptive_avg_pool2d         0.00%       8.240us         0.02%     135.030us     135.030us       8.00 Kb           0 b             1  
                       aten::mean         0.00%      22.680us         0.02%     126.790us     126.790us       8.00 Kb           0 b             1  
                        aten::sum         0.01%      51.780us         0.01%      61.920us      61.920us       8.00 Kb           0 b             1  
                      aten::zeros         0.01%      47.789us         0.01%      54.279us      54.279us           4 b           0 b             1  
                aten::as_strided_         0.01%      48.590us         0.01%      48.590us       1.313us           0 b           0 b            37  
          aten::_nnpack_available         0.01%      46.420us         0.01%      46.420us       0.693us           0 b           0 b            67  
                       aten::div_         0.00%      22.080us         0.01%      42.190us      42.190us           0 b          -4 b             1  
                     aten::detach         0.00%      40.059us         0.00%      40.059us       0.598us           0 b           0 b            67  
                         aten::to         0.00%       9.280us         0.00%      20.110us      20.110us           4 b           0 b             1  
                          aten::t         0.00%       9.090us         0.00%      14.460us      14.460us           0 b           0 b             1  
                    aten::flatten         0.00%       4.090us         0.00%      12.980us      12.980us           0 b           0 b             1  
                      aten::copy_         0.00%      12.830us         0.00%      12.830us       6.415us           0 b           0 b             2  
                      aten::fill_         0.00%       6.620us         0.00%       6.620us       6.620us           0 b           0 b             1  
                  aten::transpose         0.00%       3.230us         0.00%       5.370us       5.370us           0 b           0 b             1  
                     aten::expand         0.00%       4.010us         0.00%       5.260us       5.260us           0 b           0 b             1  
              aten::empty_strided         0.00%       2.340us         0.00%       2.340us       2.340us           4 b           4 b             1  
                      aten::zero_         0.00%       2.000us         0.00%       2.000us       2.000us           0 b           0 b             1  
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 803.453ms


 -- SIMPLIFIED --
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                             Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                  model_inference         2.39%       7.218ms        99.96%     301.357ms     301.357ms          -4 b    -138.29 Mb             1  
                     aten::conv2d         0.59%       1.782ms        84.68%     255.296ms       2.455ms      35.06 Mb           0 b           104  
                aten::convolution         0.36%       1.093ms        84.09%     253.513ms       2.438ms      35.06 Mb           0 b           104  
               aten::_convolution         0.61%       1.836ms        83.73%     252.421ms       2.427ms      35.06 Mb           0 b           104  
       aten::_convolution_nogroup         0.37%       1.126ms        73.27%     220.889ms       3.297ms      25.42 Mb           0 b            67  
                aten::thnn_conv2d         0.39%       1.165ms        72.88%     219.718ms       3.279ms      25.42 Mb           0 b            67  
        aten::thnn_conv2d_forward         1.46%       4.395ms        72.49%     218.553ms       3.262ms      25.42 Mb           0 b            67  
                         aten::mm        69.83%     210.522ms        69.83%     210.522ms       3.142ms           0 b           0 b            67  
         aten::mkldnn_convolution         9.79%      29.503ms         9.85%      29.695ms     802.580us       9.64 Mb           0 b            37  
                    aten::scatter         0.05%     154.729us         5.10%      15.383ms     404.827us      42.88 Mb           0 b            38  
                   aten::scatter_         3.73%      11.259ms         3.73%      11.259ms     296.280us           0 b           0 b            38  
                        aten::add         3.69%      11.132ms         3.69%      11.132ms     107.037us      59.58 Mb      59.58 Mb           104  
                 aten::max_pool2d         0.01%      44.350us         1.60%       4.826ms       4.826ms     784.00 Kb      -1.53 Mb             1  
    aten::max_pool2d_with_indices         1.57%       4.737ms         1.59%       4.781ms       4.781ms       2.30 Mb           0 b             1  
                      aten::clone         0.11%     327.810us         1.32%       3.970ms     104.475us      42.88 Mb           0 b            38  
                      aten::copy_         1.01%       3.043ms         1.01%       3.043ms      76.066us           0 b           0 b            40  
                      aten::relu_         0.18%     550.169us         0.76%       2.280ms      22.798us           0 b           0 b           100  
                       aten::add_         0.75%       2.275ms         0.75%       2.275ms      68.937us           0 b           0 b            33  
                     aten::select         0.64%       1.943ms         0.70%       2.119ms      10.542us           0 b           0 b           201  
                 aten::threshold_         0.57%       1.730ms         0.57%       1.730ms      17.296us           0 b           0 b           100  
                 aten::is_nonzero         0.03%      88.779us         0.52%       1.571ms      41.331us           0 b           0 b            38  
                       aten::item         0.03%      86.568us         0.49%       1.482ms      38.994us           0 b           0 b            38  
        aten::_local_scalar_dense         0.46%       1.395ms         0.46%       1.395ms      36.716us           0 b           0 b            38  
                     aten::linear         0.05%     148.840us         0.27%     810.018us     810.018us       3.91 Kb           0 b             1  
              aten::empty_strided         0.20%     610.679us         0.20%     610.679us      15.658us      42.88 Mb      42.88 Mb            39  
                      aten::addmm         0.19%     565.968us         0.19%     577.808us     577.808us       3.91 Kb       3.91 Kb             1  
        aten::adaptive_avg_pool2d         0.03%      96.080us         0.17%     513.689us     513.689us       8.00 Kb           0 b             1  
                  aten::unsqueeze         0.12%     354.749us         0.15%     447.678us       6.682us           0 b           0 b            67  
                       aten::mean         0.05%     155.030us         0.14%     417.609us     417.609us       8.00 Kb           0 b             1  
                       aten::view         0.14%     413.889us         0.14%     413.889us       1.232us           0 b           0 b           336  
                      aten::empty         0.13%     388.789us         0.13%     388.789us       1.593us       9.65 Mb       9.65 Mb           244  
                    aten::resize_         0.11%     322.890us         0.11%     322.890us       4.680us      27.72 Mb      27.72 Mb            69  
                    aten::reshape         0.06%     189.610us         0.09%     274.450us       4.096us           0 b           0 b            67  
                 aten::as_strided         0.09%     272.129us         0.09%     272.129us       1.008us           0 b           0 b           270  
                       aten::div_         0.04%     123.720us         0.05%     135.670us     135.670us           0 b          -4 b             1  
                        aten::sum         0.04%     117.949us         0.04%     126.909us     126.909us       8.00 Kb           0 b             1  
                      aten::zeros         0.03%      83.270us         0.04%     125.569us     125.569us           4 b           0 b             1  
                          aten::t         0.03%      77.770us         0.03%      83.370us      83.370us           0 b           0 b             1  
          aten::_nnpack_available         0.01%      44.910us         0.01%      44.910us       0.670us           0 b           0 b            67  
                     aten::detach         0.01%      42.940us         0.01%      42.940us       0.641us           0 b           0 b            67  
                aten::as_strided_         0.01%      38.550us         0.01%      38.550us       1.042us           0 b           0 b            37  
                    aten::flatten         0.00%       5.660us         0.00%      15.050us      15.050us           0 b           0 b             1  
                         aten::to         0.00%       5.410us         0.00%      11.950us      11.950us           4 b           0 b             1  
                      aten::fill_         0.00%       6.280us         0.00%       6.280us       6.280us           0 b           0 b             1  
                     aten::expand         0.00%       4.770us         0.00%       6.240us       6.240us           0 b           0 b             1  
                  aten::transpose         0.00%       3.330us         0.00%       5.600us       5.600us           0 b           0 b             1  
                      aten::zero_         0.00%       2.620us         0.00%       2.620us       2.620us           0 b           0 b             1  
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 301.482ms
