-- THRESHOLDED --
--------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                            Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
--------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                 model_inference         0.68%       5.514ms       100.00%     809.602ms     809.602ms          -4 b     -42.75 Mb             1  
                    aten::conv2d         0.04%     305.520us        97.85%     792.214ms      15.235ms      20.82 Mb           0 b            52  
               aten::convolution         0.03%     259.029us        97.81%     791.909ms      15.229ms      20.82 Mb           0 b            52  
              aten::_convolution         5.07%      41.053ms        97.78%     791.650ms      15.224ms      20.82 Mb      -5.89 Mb            52  
      aten::_convolution_nogroup         3.66%      29.636ms        77.10%     624.181ms      78.238us      17.75 Mb           0 b          7978  
               aten::thnn_conv2d         3.14%      25.450ms        72.93%     590.453ms      74.010us      17.75 Mb     -94.32 Mb          7978  
       aten::thnn_conv2d_forward        43.05%     348.526ms        69.79%     565.003ms      70.820us     112.07 Mb           0 b          7978  
                    aten::narrow         4.54%      36.786ms        14.95%     121.012ms       7.609us           0 b           0 b         15903  
                     aten::slice         7.76%      62.829ms        10.40%      84.226ms       5.296us           0 b           0 b         15903  
                    aten::select         6.43%      52.060ms         9.52%      77.080ms       3.221us           0 b           0 b         23934  
                aten::as_strided         6.50%      52.662ms         6.50%      52.662ms       1.101us           0 b           0 b         47818  
                        aten::mm         3.71%      30.027ms         3.71%      30.027ms     883.148us           0 b           0 b            34  
                   aten::reshape         1.96%      15.903ms         2.97%      24.076ms       3.018us           0 b           0 b          7978  
                   aten::resize_         2.92%      23.665ms         2.92%      23.665ms       1.485us     117.95 Mb     117.95 Mb         15938  
                 aten::unsqueeze         2.01%      16.286ms         2.78%      22.526ms       2.824us           0 b           0 b          7978  
                      aten::view         2.00%      16.231ms         2.00%      16.231ms       1.011us           0 b           0 b         16058  
                     aten::empty         2.00%      16.193ms         2.00%      16.193ms       0.670us      24.03 Mb      24.03 Mb         24164  
                    aten::addmm_         1.91%      15.442ms         1.91%      15.442ms       1.944us           0 b           0 b          7944  
                aten::batch_norm         0.04%     285.477us         1.09%       8.797ms     169.178us      20.82 Mb           0 b            52  
