-- THRESHOLDED --
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                     aten::linear         0.01%      12.860us         0.20%     455.648us     455.648us       3.91 Kb           0 b             1  
                      aten::addmm         0.18%     416.549us         0.19%     427.549us     427.549us       3.91 Kb       3.91 Kb             1  
                     aten::select         0.13%     308.259us         0.16%     377.208us       3.810us           0 b           0 b            99  
                       aten::view         0.10%     223.910us         0.10%     223.910us       1.349us           0 b           0 b           166  
                    aten::resize_         0.09%     201.020us         0.09%     201.020us       5.743us      33.69 Mb      33.69 Mb            35  
        aten::adaptive_avg_pool2d         0.00%      10.500us         0.06%     127.840us     127.840us       8.00 Kb           0 b             1  
                       aten::mean         0.01%      16.120us         0.05%     117.340us     117.340us       8.00 Kb           0 b             1  
                  aten::unsqueeze         0.04%      84.119us         0.05%     107.149us       3.247us           0 b           0 b            33  
                    aten::reshape         0.03%      67.490us         0.04%      98.110us       2.973us           0 b           0 b            33  
                 aten::as_strided         0.04%      95.579us         0.04%      95.579us       0.713us           0 b           0 b           134  
                        aten::sum         0.02%      51.610us         0.03%      59.720us      59.720us       8.00 Kb           0 b             1  
                       aten::div_         0.01%      21.820us         0.02%      41.500us      41.500us           0 b          -4 b             1  
                      aten::zeros         0.01%      14.170us         0.01%      21.570us      21.570us           4 b           0 b             1  
          aten::_nnpack_available         0.01%      19.690us         0.01%      19.690us       0.597us           0 b           0 b            33  
                         aten::to         0.00%       9.300us         0.01%      19.680us      19.680us           4 b           0 b             1  
                aten::as_strided_         0.01%      19.490us         0.01%      19.490us       0.974us           0 b           0 b            20  
                     aten::detach         0.01%      19.490us         0.01%      19.490us       0.591us           0 b           0 b            33  
                          aten::t         0.00%       9.739us         0.01%      15.239us      15.239us           0 b           0 b             1  
                    aten::flatten         0.00%       3.920us         0.01%      13.720us      13.720us           0 b           0 b             1  
                      aten::copy_         0.01%      12.010us         0.01%      12.010us       6.005us           0 b           0 b             2  
                      aten::fill_         0.00%       5.810us         0.00%       5.810us       5.810us           0 b           0 b             1  
                     aten::expand         0.00%       4.430us         0.00%       5.800us       5.800us           0 b           0 b             1  
                  aten::transpose         0.00%       3.270us         0.00%       5.500us       5.500us           0 b           0 b             1  
              aten::empty_strided         0.00%       2.780us         0.00%       2.780us       2.780us           4 b           4 b             1  
                      aten::zero_         0.00%       2.000us         0.00%       2.000us       2.000us           0 b           0 b             1  
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 229.980ms


 -- SIMPLIFIED --
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                             Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                  model_inference         3.15%       3.602ms        99.98%     114.396ms     114.396ms          -4 b     -87.96 Mb             1  
                     aten::conv2d         0.25%     287.440us        76.70%      87.762ms       1.656ms      21.20 Mb           0 b            53  
                aten::convolution         0.20%     227.820us        76.45%      87.474ms       1.650ms      21.20 Mb           0 b            53  
               aten::_convolution         0.35%     399.780us        76.25%      87.247ms       1.646ms      21.20 Mb           0 b            53  
       aten::_convolution_nogroup         0.19%     213.860us        66.61%      76.209ms       2.177ms      15.79 Mb           0 b            35  
                aten::thnn_conv2d         0.15%     177.320us        66.40%      75.974ms       2.171ms      15.79 Mb    -882.00 Kb            35  
        aten::thnn_conv2d_forward         1.78%       2.038ms        66.24%      75.797ms       2.166ms      16.65 Mb           0 b            35  
                         aten::mm        57.41%      65.689ms        57.41%      65.689ms       1.991ms           0 b           0 b            33  
         aten::mkldnn_convolution         9.23%      10.557ms         9.30%      10.638ms     590.981us       5.41 Mb           0 b            18  
                    aten::scatter         0.07%      84.480us         9.11%      10.423ms     496.310us      29.86 Mb           0 b            21  
                   aten::scatter_         6.68%       7.640ms         6.68%       7.640ms     363.791us           0 b           0 b            21  
                     aten::addmm_         6.08%       6.956ms         6.08%       6.956ms       3.478ms           0 b           0 b             2  
                 aten::max_pool2d         0.01%      12.089us         4.58%       5.242ms       5.242ms     784.00 Kb      -1.53 Mb             1  
    aten::max_pool2d_with_indices         4.56%       5.220ms         4.57%       5.230ms       5.230ms       2.30 Mb           0 b             1  
                        aten::add         3.76%       4.301ms         3.76%       4.301ms      81.151us      36.13 Mb      36.13 Mb            53  
                      aten::clone         0.12%     140.520us         2.36%       2.698ms     128.496us      29.86 Mb           0 b            21  
                      aten::copy_         2.13%       2.433ms         2.13%       2.433ms     105.793us           0 b           0 b            23  
                       aten::add_         0.87%     990.595us         0.87%     990.595us      61.912us           0 b           0 b            16  
                      aten::relu_         0.21%     241.369us         0.83%     947.206us      19.331us           0 b           0 b            49  
                     aten::linear         0.01%      15.190us         0.72%     824.027us     824.027us       3.91 Kb           0 b             1  
                      aten::addmm         0.68%     778.887us         0.69%     790.757us     790.757us       3.91 Kb       3.91 Kb             1  
                 aten::threshold_         0.62%     705.837us         0.62%     705.837us      14.405us           0 b           0 b            49  
                     aten::select         0.36%     409.929us         0.43%     491.807us       4.684us           0 b           0 b           105  
                       aten::view         0.17%     199.770us         0.17%     199.770us       1.175us           0 b           0 b           170  
                 aten::is_nonzero         0.04%      47.190us         0.13%     154.279us       7.347us           0 b           0 b            21  
                      aten::empty         0.13%     146.489us         0.13%     146.489us       1.136us       5.42 Mb       5.42 Mb           129  
                    aten::resize_         0.12%     139.430us         0.12%     139.430us       3.575us      18.95 Mb      18.95 Mb            39  
              aten::empty_strided         0.12%     136.310us         0.12%     136.310us       6.196us      29.86 Mb      29.86 Mb            22  
                  aten::unsqueeze         0.09%     108.569us         0.12%     132.489us       3.785us           0 b           0 b            35  
        aten::adaptive_avg_pool2d         0.01%      11.390us         0.11%     131.549us     131.549us       8.00 Kb           0 b             1  
                    aten::reshape         0.07%      83.660us         0.11%     120.760us       3.450us           0 b           0 b            35  
                       aten::mean         0.02%      19.430us         0.11%     120.159us     120.159us       8.00 Kb           0 b             1  
                 aten::as_strided         0.10%     109.628us         0.10%     109.628us       0.772us           0 b           0 b           142  
                       aten::item         0.04%      42.120us         0.09%     107.089us       5.099us           0 b           0 b            21  
        aten::_local_scalar_dense         0.06%      64.969us         0.06%      64.969us       3.094us           0 b           0 b            21  
                        aten::sum         0.04%      48.370us         0.05%      60.070us      60.070us       8.00 Kb           0 b             1  
                       aten::div_         0.02%      27.449us         0.04%      40.659us      40.659us           0 b          -4 b             1  
                      aten::zeros         0.01%      15.740us         0.02%      23.610us      23.610us           4 b           0 b             1  
          aten::_nnpack_available         0.02%      21.000us         0.02%      21.000us       0.600us           0 b           0 b            35  
                          aten::t         0.01%      12.540us         0.02%      18.080us      18.080us           0 b           0 b             1  
                     aten::detach         0.02%      17.820us         0.02%      17.820us       0.540us           0 b           0 b            33  
                aten::as_strided_         0.01%      16.910us         0.01%      16.910us       0.939us           0 b           0 b            18  
                    aten::flatten         0.00%       5.110us         0.01%      16.710us      16.710us           0 b           0 b             1  
                         aten::to         0.01%       6.040us         0.01%      13.210us      13.210us           4 b           0 b             1  
                      aten::fill_         0.01%       8.860us         0.01%       8.860us       8.860us           0 b           0 b             1  
                     aten::expand         0.00%       5.100us         0.01%       6.630us       6.630us           0 b           0 b             1  
                  aten::transpose         0.00%       3.240us         0.00%       5.540us       5.540us           0 b           0 b             1  
                      aten::zero_         0.00%       1.990us         0.00%       1.990us       1.990us           0 b           0 b             1  
---------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 114.420ms
